elapsed_min,day_index,vehicle_count,avg_speed,vehicle_density,ir_lane1,ir_lane2,ir_lane3,ir_lane4,ir_active_lanes,minute_of_hour,hour_sin,hour_cos,vehicle_count_lag1,vehicle_count_lag5,vehicle_count_mean5m,vehicle_count_mean15m,avg_speed_lag1,avg_speed_lag5,avg_speed_mean5m,avg_speed_mean15m,vehicle_density_lag1,vehicle_density_lag5,vehicle_density_mean5m,vehicle_density_mean15m,ir_active_lanes_lag1,ir_active_lanes_lag5,ir_active_lanes_mean5m,ir_active_lanes_mean15m,target_bottleneck,target_level,naive_current_bottleneck
747,0,170,36.3,87,1,1,1,1,4,27,-0.8012538126910608,0.598324600570659,164.0,109.0,135.8,134.66666666666666,31.5,42.4,35.379999999999995,35.720000000000006,76.0,36.0,61.2,62.86666666666667,3.0,3.0,2.2,1.9333333333333333,1,2,1
748,0,97,47.2,36,1,0,1,1,3,28,-0.7986355100472932,0.6018150231520479,170.0,109.0,133.4,130.13333333333333,36.3,35.1,37.8,36.486666666666665,87.0,54.0,57.6,62.333333333333336,4.0,1.0,2.6,2.0,0,1,0
749,0,181,38.7,33,1,1,0,0,2,29,-0.7960020025346219,0.6052939880428946,97.0,78.0,154.0,130.26666666666668,47.2,27.0,40.14,37.013333333333335,36.0,45.0,55.2,59.06666666666667,3.0,1.0,2.8,2.066666666666667,1,2,0
750,0,121,23.5,66,0,0,0,1,1,30,-0.7933533402912357,0.6087614290087199,181.0,158.0,146.6,128.33333333333334,38.7,47.0,35.44,35.49333333333333,33.0,44.0,59.6,58.13333333333333,2.0,2.0,2.6,1.9333333333333333,1,2,1
751,0,126,48.2,58,0,1,1,0,2,31,-0.7906895737438435,0.612217280034449,121.0,164.0,139.0,127.46666666666667,23.5,31.5,38.78,36.586666666666666,66.0,76.0,56.0,58.13333333333333,1.0,3.0,2.4,2.066666666666667,0,0,0
752,0,123,38.8,73,0,1,0,1,2,32,-0.7880107536067218,0.6156614753256585,126.0,170.0,129.6,129.53333333333333,48.2,36.3,39.28000000000001,36.20666666666667,58.0,87.0,53.2,58.2,2.0,4.0,2.0,2.1333333333333333,0,1,1
753,0,163,30.0,39,0,1,0,0,1,33,-0.785316930880745,0.619093949309834,123.0,97.0,142.8,130.6,38.8,47.2,35.839999999999996,35.99333333333333,73.0,36.0,53.8,55.0,2.0,3.0,1.6,2.066666666666667,1,2,0
754,0,182,24.2,61,1,0,1,0,2,34,-0.782608156852414,0.6225146366376194,163.0,181.0,143.0,136.73333333333332,30.0,38.7,32.940000000000005,35.519999999999996,39.0,33.0,59.4,54.666666666666664,1.0,2.0,1.6,2.066666666666667,0,1,1
755,0,155,43.8,77,0,0,0,1,1,35,-0.7798844830928816,0.6259234721840593,182.0,121.0,149.8,139.13333333333333,24.2,23.5,37.0,36.18,61.0,66.0,61.6,57.333333333333336,2.0,1.0,1.6,2.0,1,2,1
756,0,55,38.6,30,1,0,1,0,2,36,-0.7771459614569702,0.6293203910498383,155.0,126.0,135.6,132.73333333333332,43.8,48.2,35.08,36.82000000000001,77.0,58.0,56.0,54.333333333333336,1.0,2.0,1.6,2.0,0,1,0
757,0,187,36.0,44,1,1,0,0,2,37,-0.7743926440821857,0.6327053285625159,55.0,123.0,148.4,137.93333333333334,38.6,38.8,34.52,36.39333333333333,30.0,73.0,50.2,54.86666666666667,2.0,2.0,1.6,1.9333333333333333,1,3,0
758,0,166,46.8,81,0,1,1,1,3,38,-0.7716245833877202,0.6360782202777636,187.0,163.0,149.0,141.73333333333332,36.0,30.0,37.88,37.17333333333333,44.0,39.0,58.6,56.666666666666664,2.0,1.0,2.0,2.066666666666667,0,0,1
759,0,122,43.7,65,1,1,1,1,4,39,-0.76884183207346,0.6394390019805842,166.0,182.0,137.0,144.66666666666666,46.8,24.2,41.78,38.28666666666666,81.0,61.0,59.4,58.0,3.0,2.0,2.4,2.2666666666666666,1,2,0
760,0,106,24.6,59,1,1,0,1,3,40,-0.7660444431189781,0.6427876096865393,122.0,155.0,127.2,141.2,43.7,43.8,37.940000000000005,36.79333333333333,65.0,77.0,55.8,59.0,4.0,1.0,2.8,2.3333333333333335,0,1,1
761,0,72,29.4,44,1,0,1,1,3,41,-0.7632324697825286,0.6461239796429643,106.0,55.0,130.6,135.06666666666666,24.6,38.6,36.1,36.65333333333333,59.0,30.0,58.6,56.86666666666667,3.0,2.0,3.0,2.3333333333333335,0,1,0
762,0,79,27.5,85,1,0,1,1,3,42,-0.7604059656000314,0.6494480483301832,72.0,187.0,109.0,129.0,29.4,36.0,34.4,36.06666666666667,44.0,44.0,66.8,56.733333333333334,3.0,2.0,3.2,2.2666666666666666,1,2,1
763,0,114,42.3,30,0,0,1,0,1,43,-0.7575649843840502,0.6527597524627218,79.0,166.0,98.6,130.13333333333333,27.5,46.8,33.5,35.74,85.0,81.0,56.6,56.333333333333336,3.0,3.0,2.8,2.1333333333333333,0,1,0
764,0,60,21.0,60,1,0,1,0,2,44,-0.7547095802227722,0.656059028990507,114.0,122.0,86.2,122.06666666666666,42.3,43.7,28.959999999999997,34.559999999999995,30.0,65.0,55.6,58.13333333333333,1.0,4.0,2.4,2.1333333333333333,0,0,1
765,0,118,37.1,40,1,1,1,1,4,45,-0.7518398074789772,0.6593458151000691,60.0,106.0,88.6,121.86666666666666,21.0,24.6,31.46,35.46666666666667,60.0,59.0,51.8,56.4,2.0,3.0,2.6,2.3333333333333335,0,1,0
766,0,182,42.9,48,0,0,0,1,1,46,-0.7489557207890021,0.6626200482157375,118.0,72.0,110.6,125.6,37.1,29.4,34.16,35.11333333333334,40.0,44.0,52.6,55.733333333333334,4.0,3.0,2.2,2.2666666666666666,1,2,0
767,0,176,46.3,87,1,1,1,0,3,47,-0.746057375061699,0.6658816660008348,182.0,79.0,130.0,129.13333333333333,42.9,27.5,37.92,35.61333333333333,48.0,85.0,53.0,56.666666666666664,1.0,3.0,2.2,2.3333333333333335,1,3,1
768,0,95,30.3,41,1,0,0,1,2,48,-0.7431448254773946,0.6691306063588578,176.0,114.0,126.2,124.6,46.3,42.3,35.519999999999996,35.63333333333333,87.0,30.0,55.2,56.8,3.0,1.0,2.4,2.4,1,3,0
769,0,58,44.6,34,1,1,1,1,4,49,-0.7402181274868327,0.6723668074346675,95.0,60.0,125.8,116.33333333333333,30.3,21.0,40.239999999999995,36.99333333333333,41.0,60.0,50.0,55.0,2.0,2.0,2.8,2.533333333333333,0,0,0
770,0,85,23.3,47,1,1,1,1,4,50,-0.7372773368101242,0.6755902076156601,58.0,118.0,119.2,111.66666666666667,44.6,37.1,37.48,35.626666666666665,34.0,40.0,51.4,53.0,4.0,4.0,2.8,2.7333333333333334,1,2,0
771,0,154,45.4,70,0,0,1,0,1,51,-0.7343225094356852,0.6788007455329421,85.0,182.0,113.6,118.26666666666667,23.3,42.9,37.980000000000004,36.080000000000005,47.0,48.0,55.8,55.666666666666664,4.0,1.0,2.8,2.6666666666666665,1,3,1
772,0,62,23.8,89,1,1,0,0,2,52,-0.7313537016191703,0.6819983600624987,154.0,176.0,90.8,109.93333333333334,45.4,46.3,33.480000000000004,35.266666666666666,70.0,87.0,56.2,58.666666666666664,1.0,3.0,2.6,2.6666666666666665,1,2,1
773,0,140,31.9,89,1,1,0,0,2,53,-0.7283709698824009,0.6851829903263584,62.0,95.0,99.8,108.2,23.8,30.3,33.8,34.27333333333333,89.0,41.0,65.8,59.2,2.0,2.0,2.6,2.6,0,1,1
774,0,155,43.9,32,0,0,1,1,2,54,-0.7253743710122879,0.6883545756937537,140.0,58.0,119.2,110.4,31.9,44.6,33.660000000000004,34.28666666666666,89.0,34.0,65.4,57.0,2.0,4.0,2.2,2.466666666666667,0,0,0
775,0,69,24.5,61,0,0,0,1,1,55,-0.7223639620597554,0.6915130557822696,155.0,85.0,116.0,107.93333333333334,43.9,23.3,33.9,34.28,32.0,47.0,68.2,57.13333333333333,2.0,4.0,1.6,2.3333333333333335,0,0,1
776,0,71,26.9,79,1,0,0,0,1,56,-0.7193398003386512,0.6946583704589973,69.0,154.0,99.4,107.86666666666666,24.5,45.4,30.2,34.11333333333333,61.0,70.0,70.0,59.46666666666667,1.0,1.0,1.6,2.2,1,2,1
777,0,87,41.7,79,0,1,1,0,2,57,-0.7163019434246545,0.69779045984168,71.0,62.0,104.4,108.4,26.9,23.8,33.78,35.059999999999995,79.0,89.0,68.0,59.06666666666667,1.0,2.0,1.6,2.1333333333333333,1,2,1
778,0,130,41.6,56,1,0,0,1,2,58,-0.7132504491541826,0.7009092642998499,87.0,140.0,102.4,109.46666666666667,41.7,31.9,35.72,35.013333333333335,79.0,89.0,61.4,60.8,2.0,2.0,1.6,2.2,1,2,0
779,0,183,39.2,35,1,0,0,1,2,59,-0.710185375623286,0.7040147244559678,130.0,155.0,108.0,117.66666666666667,41.6,43.9,34.779999999999994,36.22666666666667,56.0,32.0,62.0,59.13333333333333,2.0,2.0,1.6,2.2,1,3,0
780,0,106,40.8,30,1,1,1,0,3,0,-0.7071067811865477,0.7071067811865474,183.0,69.0,115.4,116.86666666666666,39.2,24.5,38.04,36.473333333333336,35.0,61.0,55.8,58.46666666666667,2.0,1.0,2.0,2.1333333333333333,0,1,0
781,0,189,36.3,79,0,1,1,1,3,1,-0.7040147244559687,0.7101853756232851,106.0,71.0,139.0,117.33333333333333,40.8,26.9,39.92,36.03333333333333,30.0,79.0,55.8,60.53333333333333,3.0,1.0,2.4,2.2666666666666666,1,2,1
782,0,146,27.6,68,1,0,1,1,3,2,-0.7009092642998508,0.7132504491541817,189.0,87.0,150.8,115.33333333333333,36.3,41.7,37.1,34.78666666666666,79.0,79.0,53.6,59.266666666666666,3.0,2.0,2.6,2.2666666666666666,1,2,1
783,0,122,30.4,56,0,1,0,0,1,3,-0.6977904598416802,0.7163019434246541,146.0,130.0,149.2,117.13333333333334,27.6,41.6,34.86,34.79333333333333,68.0,56.0,53.6,60.266666666666666,3.0,2.0,2.4,2.2,0,1,1
784,0,70,25.4,80,0,0,1,1,2,4,-0.6946583704589969,0.7193398003386514,122.0,183.0,126.6,117.93333333333334,30.4,39.2,32.1,33.513333333333335,56.0,35.0,62.6,63.333333333333336,1.0,2.0,2.4,2.066666666666667,0,1,1
785,0,68,47.3,52,1,0,1,0,2,5,-0.6915130557822698,0.7223639620597551,70.0,106.0,119.0,116.8,25.4,40.8,33.4,35.11333333333334,80.0,30.0,67.0,63.666666666666664,2.0,3.0,2.2,1.9333333333333333,1,2,0
786,0,159,37.5,66,1,1,1,1,4,6,-0.688354575693754,0.7253743710122876,68.0,189.0,113.0,117.13333333333334,47.3,36.3,33.64,34.58666666666667,52.0,79.0,64.4,63.4,2.0,3.0,2.4,2.1333333333333333,1,2,1
787,0,194,32.0,58,1,0,0,0,1,7,-0.6851829903263594,0.7283709698824,159.0,146.0,122.6,125.93333333333334,37.5,27.6,34.519999999999996,35.13333333333333,66.0,68.0,62.4,61.333333333333336,4.0,3.0,2.0,2.066666666666667,0,0,1
788,0,68,33.9,54,0,1,1,0,2,8,-0.6819983600624989,0.73135370161917,194.0,122.0,111.8,121.13333333333334,32.0,30.4,35.21999999999999,35.266666666666666,58.0,56.0,62.0,59.0,1.0,1.0,2.2,2.066666666666667,0,1,0
789,0,179,48.4,61,1,1,1,0,3,9,-0.6788007455329418,0.7343225094356856,68.0,70.0,133.6,122.73333333333333,33.9,25.4,39.82,35.56666666666667,54.0,80.0,58.2,60.93333333333333,2.0,2.0,2.4,2.1333333333333333,0,1,0
790,0,72,24.6,69,1,0,1,1,3,10,-0.6755902076156598,0.7372773368101244,179.0,68.0,134.4,122.93333333333334,48.4,47.3,35.279999999999994,35.57333333333334,61.0,52.0,61.6,61.46666666666667,3.0,2.0,2.6,2.2666666666666666,1,2,1
791,0,69,37.6,68,0,0,1,1,2,11,-0.6723668074346685,0.7402181274868317,72.0,159.0,116.4,122.8,24.6,37.5,35.3,36.28666666666667,69.0,66.0,62.0,60.733333333333334,3.0,4.0,2.2,2.3333333333333335,0,1,1
792,0,131,35.2,30,0,0,1,1,2,12,-0.6691306063588588,0.7431448254773937,69.0,194.0,103.8,125.73333333333333,37.6,32.0,35.94,35.85333333333333,68.0,58.0,56.4,57.46666666666667,2.0,1.0,2.4,2.3333333333333335,1,2,0
793,0,103,38.3,40,1,1,1,0,3,13,-0.6658816660008344,0.7460573750616993,131.0,68.0,110.8,123.93333333333334,35.2,33.9,36.82000000000001,35.63333333333333,30.0,54.0,53.6,56.4,2.0,2.0,2.6,2.4,1,2,0
794,0,151,20.5,32,1,0,0,0,1,14,-0.6626200482157372,0.7489557207890024,103.0,179.0,105.2,121.8,38.3,48.4,31.240000000000002,34.38666666666666,40.0,61.0,47.8,56.2,3.0,3.0,2.2,2.3333333333333335,0,1,0
795,0,182,46.2,80,1,1,1,1,4,15,-0.6593458151000687,0.7518398074789775,151.0,72.0,127.2,126.86666666666666,20.5,24.6,35.56,34.74666666666667,32.0,69.0,50.0,59.53333333333333,1.0,3.0,2.4,2.4,1,2,1
796,0,199,48.0,66,0,1,0,1,2,16,-0.656059028990508,0.7547095802227713,182.0,69.0,153.2,127.53333333333333,46.2,37.6,37.64,35.526666666666664,80.0,68.0,49.6,58.666666666666664,4.0,2.0,2.4,2.3333333333333335,1,3,0
797,0,195,37.0,79,1,0,1,1,3,17,-0.6527597524627228,0.7575649843840494,199.0,131.0,166.0,130.8,48.0,35.2,38.0,36.15333333333333,66.0,30.0,59.4,59.4,2.0,2.0,2.6,2.3333333333333335,1,2,1
798,0,115,40.9,78,1,0,1,0,2,18,-0.6494480483301834,0.760405965600031,195.0,103.0,168.4,130.33333333333334,37.0,38.3,38.519999999999996,36.85333333333333,79.0,40.0,67.0,60.86666666666667,3.0,3.0,2.4,2.4,0,1,1
799,0,167,47.7,67,1,1,0,0,2,19,-0.6461239796429639,0.7632324697825288,115.0,151.0,171.6,136.8,40.9,20.5,43.96,38.34,78.0,32.0,74.0,60.0,2.0,1.0,2.6,2.4,0,1,0
800,0,61,41.2,69,1,1,0,0,2,20,-0.6427876096865396,0.7660444431189778,167.0,182.0,147.4,136.33333333333334,47.7,46.2,42.96,37.93333333333333,67.0,80.0,71.8,61.13333333333333,2.0,4.0,2.2,2.4,0,0,1
801,0,86,24.6,87,0,0,0,1,1,21,-0.6394390019805846,0.7688418320734597,61.0,199.0,124.8,131.46666666666667,41.2,48.0,38.28,37.07333333333333,69.0,66.0,76.0,62.53333333333333,2.0,2.0,2.0,2.2,1,2,1
802,0,109,37.3,77,1,0,1,0,2,22,-0.6360782202777646,0.7716245833877194,86.0,195.0,107.6,125.8,24.6,37.0,38.34,37.42666666666666,87.0,79.0,75.6,63.8,1.0,3.0,1.8,2.2666666666666666,0,0,1
803,0,117,38.2,55,0,1,1,1,3,23,-0.6327053285625163,0.7743926440821854,109.0,115.0,108.0,129.06666666666666,37.3,40.9,37.8,37.71333333333333,77.0,78.0,71.0,63.86666666666667,2.0,2.0,2.0,2.3333333333333335,1,3,0
804,0,135,32.7,52,0,1,1,1,3,24,-0.6293203910498378,0.7771459614569706,117.0,167.0,101.6,126.13333333333334,38.2,47.7,34.800000000000004,36.666666666666664,55.0,67.0,68.0,63.266666666666666,3.0,2.0,2.2,2.3333333333333335,1,2,0
805,0,117,42.1,35,1,1,0,1,3,25,-0.625923472184059,0.7798844830928818,135.0,61.0,112.8,129.13333333333333,32.7,41.2,34.980000000000004,37.833333333333336,52.0,69.0,61.2,61.0,3.0,2.0,2.4,2.3333333333333335,1,2,0
806,0,185,48.0,84,0,0,1,1,2,26,-0.6225146366376197,0.7826081568524138,117.0,86.0,132.6,136.86666666666667,42.1,24.6,39.660000000000004,38.526666666666664,35.0,87.0,60.6,62.06666666666667,3.0,1.0,2.6,2.3333333333333335,1,2,1
807,0,183,47.8,40,1,1,1,0,3,27,-0.6190939493098336,0.7853169308807452,185.0,109.0,147.4,140.33333333333334,48.0,37.3,41.760000000000005,39.36666666666667,84.0,77.0,53.2,62.733333333333334,2.0,2.0,2.8,2.4,1,2,0
808,0,142,33.5,87,0,1,1,0,2,28,-0.6156614753256588,0.7880107536067215,183.0,117.0,152.4,142.93333333333334,47.8,38.2,40.82000000000001,39.04666666666666,40.0,55.0,59.6,65.86666666666666,3.0,3.0,2.6,2.3333333333333335,0,0,1
809,0,138,23.4,66,0,0,0,0,0,29,-0.6122172800344494,0.7906895737438433,142.0,135.0,153.0,142.06666666666666,33.5,32.7,38.959999999999994,39.239999999999995,87.0,52.0,62.4,68.13333333333334,2.0,3.0,2.0,2.2666666666666666,0,0,1
810,0,191,49.5,79,1,1,0,1,3,30,-0.6087614290087209,0.7933533402912349,138.0,117.0,167.8,142.66666666666666,23.4,42.1,40.44,39.46,66.0,35.0,71.2,68.06666666666666,0.0,3.0,2.0,2.2,0,1,1
811,0,119,45.2,69,0,1,1,1,3,31,-0.6052939880428949,0.7960020025346217,191.0,185.0,154.6,137.33333333333334,49.5,48.0,39.88,39.27333333333333,79.0,84.0,68.2,68.26666666666667,3.0,2.0,2.2,2.2666666666666666,0,1,1
812,0,69,23.7,66,1,0,0,0,1,32,-0.6018150231520483,0.7986355100472928,119.0,183.0,131.8,128.93333333333334,45.2,47.8,35.06,38.38666666666667,69.0,40.0,73.4,67.4,3.0,3.0,1.8,2.1333333333333333,0,1,1
813,0,136,47.6,39,1,0,0,1,2,33,-0.5983246005706586,0.801253812691061,69.0,142.0,130.6,130.33333333333334,23.7,33.5,37.88000000000001,38.833333333333336,66.0,87.0,63.8,64.8,1.0,2.0,1.8,2.1333333333333333,1,2,0
814,0,65,46.1,33,1,1,0,0,2,34,-0.5948227867513417,0.8038568606172171,136.0,138.0,116.0,123.53333333333333,47.6,23.4,42.42,38.72666666666667,39.0,66.0,57.2,62.53333333333333,2.0,0.0,2.2,2.1333333333333333,1,2,0
815,0,127,35.6,57,0,1,0,1,2,35,-0.591309648363583,0.8064446042674821,65.0,191.0,103.2,127.93333333333334,46.1,49.5,39.64,38.35333333333333,33.0,79.0,52.8,61.733333333333334,2.0,3.0,2.0,2.1333333333333333,0,1,0
816,0,108,37.7,50,0,0,0,0,0,36,-0.5877852522924734,0.8090169943749473,127.0,119.0,101.0,129.4,35.6,45.2,38.14,39.226666666666674,57.0,69.0,49.0,59.266666666666666,2.0,3.0,1.4,2.066666666666667,1,2,0
817,0,151,32.0,53,1,1,1,1,4,37,-0.5842496656374341,0.8115739819650125,108.0,69.0,117.4,132.2,37.7,23.7,39.8,38.873333333333335,50.0,66.0,46.4,57.666666666666664,0.0,1.0,2.0,2.2,1,3,0
818,0,125,21.6,50,0,0,0,1,1,38,-0.5807029557109397,0.8141155183563192,151.0,136.0,115.2,132.73333333333332,32.0,47.6,34.6,37.76666666666667,53.0,39.0,48.6,57.333333333333336,4.0,2.0,1.8,2.066666666666667,1,2,1
819,0,154,30.1,64,1,1,0,0,2,39,-0.5771451900372345,0.8166415551616784,125.0,65.0,133.0,134.0,21.6,46.1,31.4,37.593333333333334,50.0,33.0,54.8,58.13333333333333,1.0,2.0,1.8,2.0,1,2,1
820,0,144,44.1,63,1,1,0,1,3,40,-0.5735764363510465,0.8191520442889916,154.0,127.0,136.4,135.8,30.1,35.6,33.1,37.72666666666667,64.0,57.0,56.0,60.0,2.0,2.0,2.0,2.0,0,1,0
821,0,61,20.1,67,0,1,0,1,2,41,-0.5699967625963036,0.8216469379421633,144.0,108.0,127.0,127.53333333333333,44.1,37.7,29.580000000000002,35.86666666666667,63.0,50.0,59.4,58.86666666666667,3.0,0.0,2.4,2.0,1,3,1
822,0,186,30.0,83,1,0,1,0,2,42,-0.5664062369248329,0.8241261886220156,61.0,151.0,134.0,127.73333333333333,20.1,32.0,29.18,34.68,67.0,53.0,65.4,61.733333333333334,2.0,4.0,2.0,1.9333333333333333,1,2,1
823,0,118,31.9,59,1,0,1,1,3,43,-0.5628049276950688,0.8265897491271884,186.0,125.0,132.6,126.13333333333334,30.0,21.6,31.240000000000002,34.57333333333334,83.0,50.0,67.2,59.86666666666667,2.0,1.0,2.4,2.0,0,0,1
824,0,179,36.1,75,1,0,0,0,1,44,-0.5591929034707466,0.8290375725550418,118.0,154.0,137.6,128.86666666666667,31.9,30.1,32.44,35.419999999999995,59.0,64.0,69.4,60.46666666666667,3.0,2.0,2.2,2.066666666666667,1,2,1
825,0,189,47.6,68,1,0,0,1,2,45,-0.555570233019603,0.8314696123025448,179.0,144.0,146.6,128.73333333333332,36.1,44.1,33.14,35.29333333333333,75.0,63.0,70.4,59.733333333333334,1.0,3.0,2.0,2.0,0,1,0
826,0,157,30.4,85,1,0,1,1,3,46,-0.5519369853120584,0.833885822067168,189.0,61.0,165.8,131.26666666666668,47.6,20.1,35.2,34.306666666666665,68.0,67.0,74.0,60.8,2.0,2.0,2.2,2.0,1,3,1
827,0,199,30.4,69,1,0,1,0,2,47,-0.5482932295199135,0.8362861558477597,157.0,186.0,168.4,139.93333333333334,30.4,30.0,35.28,34.75333333333334,85.0,83.0,71.2,61.0,3.0,2.0,2.2,2.066666666666667,1,2,1
828,0,134,42.1,39,1,1,1,1,4,48,-0.544639035015027,0.838670567945424,199.0,118.0,171.6,139.8,30.4,31.9,37.32000000000001,34.38666666666666,69.0,59.0,67.2,61.0,2.0,3.0,2.4,2.2,1,3,0
829,0,100,33.6,79,0,0,0,1,1,49,-0.540974471367994,0.8410390129643923,134.0,179.0,155.8,142.13333333333333,42.1,36.1,36.82,33.553333333333335,39.0,75.0,68.0,64.06666666666666,4.0,1.0,2.4,2.1333333333333333,1,2,1
830,0,120,26.7,40,0,0,0,1,1,50,-0.537299608346825,0.8433914458128849,100.0,189.0,142.0,141.66666666666666,33.6,47.6,32.64,32.96,79.0,68.0,62.4,62.93333333333333,1.0,2.0,2.2,2.066666666666667,0,1,0
831,0,196,33.6,85,0,1,1,1,3,51,-0.5336145159156107,0.8457278217039738,120.0,157.0,149.8,147.53333333333333,26.7,30.4,33.28000000000001,32.686666666666675,40.0,85.0,62.4,65.26666666666667,1.0,3.0,2.2,2.2666666666666666,1,2,1
832,0,162,24.2,55,1,0,1,0,2,52,-0.529919264233205,0.8480480961564258,196.0,199.0,142.4,148.26666666666668,33.6,30.4,32.040000000000006,32.16666666666667,85.0,69.0,59.6,65.4,3.0,2.0,2.2,2.1333333333333333,1,3,1
833,0,62,25.3,81,0,1,0,1,2,53,-0.5262139236518699,0.8503522249955626,162.0,134.0,128.0,144.06666666666666,24.2,42.1,28.68,32.413333333333334,55.0,39.0,68.0,67.46666666666667,2.0,4.0,1.8,2.2,1,2,1
834,0,150,35.0,64,1,0,0,0,1,54,-0.5224985647159495,0.8526401643540918,62.0,100.0,138.0,143.8,25.3,33.6,28.96,32.74,81.0,79.0,65.0,67.46666666666667,2.0,1.0,1.8,2.1333333333333333,1,3,1
835,0,180,32.6,32,1,0,0,1,2,55,-0.5187732581605216,0.8549118706729466,150.0,120.0,150.0,146.2,35.0,26.7,30.140000000000004,31.973333333333336,64.0,40.0,63.4,65.4,1.0,1.0,2.0,2.066666666666667,0,1,0
836,0,99,47.4,85,0,0,0,0,0,56,-0.5150380749100537,0.8571673007021126,180.0,196.0,130.6,148.73333333333332,32.6,33.6,32.9,33.79333333333333,32.0,85.0,63.4,66.6,2.0,3.0,1.4,1.9333333333333333,0,1,1
837,0,68,30.9,89,1,0,1,0,2,57,-0.5112930860770526,0.8594064115014524,99.0,162.0,111.8,140.86666666666667,47.4,24.2,34.24,33.85333333333333,85.0,55.0,70.2,67.0,0.0,2.0,1.4,1.9333333333333333,1,3,1
838,0,87,37.4,79,1,0,0,0,1,58,-0.5075383629607049,0.8616291604415253,68.0,62.0,116.8,138.8,30.9,25.3,36.660000000000004,34.220000000000006,89.0,81.0,69.8,68.33333333333333,2.0,2.0,1.2,1.8,0,0,1
839,0,78,39.0,90,0,0,1,0,1,59,-0.5037739770455265,0.8638355052043956,87.0,150.0,102.4,132.06666666666666,37.4,35.0,37.46,34.413333333333334,79.0,64.0,75.0,69.33333333333333,1.0,1.0,1.2,1.8,0,1,1
840,0,87,20.4,41,1,1,1,1,4,0,-0.5000000000000004,0.8660254037844384,78.0,180.0,83.8,125.26666666666667,39.0,32.6,35.019999999999996,32.6,90.0,32.0,76.8,67.53333333333333,1.0,2.0,1.6,1.9333333333333333,1,2,0
841,0,82,39.9,50,1,0,0,1,2,1,-0.49621650367520814,0.8681988144891423,87.0,99.0,80.4,120.26666666666667,20.4,47.4,33.519999999999996,33.233333333333334,41.0,85.0,69.8,65.2,4.0,0.0,2.0,1.8666666666666667,0,1,0
842,0,53,25.3,80,0,1,1,0,2,2,-0.4924235601034665,0.8703556959399,82.0,68.0,77.4,110.53333333333333,39.9,30.9,32.4,32.89333333333334,50.0,89.0,68.0,65.93333333333334,2.0,2.0,2.0,1.8666666666666667,0,0,1
843,0,163,48.8,43,1,0,0,1,2,3,-0.48862124149695535,0.8724960070727968,53.0,87.0,92.6,112.46666666666667,25.3,37.4,34.67999999999999,33.34,80.0,79.0,60.8,66.2,2.0,1.0,2.2,1.7333333333333334,1,2,0
844,0,181,24.5,45,1,1,0,0,2,4,-0.48480962024633767,0.8746197071393954,163.0,78.0,113.2,117.86666666666666,48.8,39.0,31.779999999999994,32.733333333333334,43.0,90.0,51.8,63.93333333333333,2.0,1.0,2.4,1.8,1,2,0
845,0,178,32.4,78,1,1,1,0,3,5,-0.48098876891938774,0.8767267557075077,181.0,87.0,131.4,121.73333333333333,24.5,20.4,34.17999999999999,33.11333333333333,45.0,41.0,59.2,66.46666666666667,2.0,4.0,2.2,1.9333333333333333,1,2,1
846,0,100,22.6,36,1,1,1,1,4,6,-0.47715876025960796,0.8788171126619656,178.0,82.0,135.0,115.33333333333333,32.4,39.9,30.720000000000006,32.38,78.0,50.0,56.4,63.2,3.0,2.0,2.6,2.0,1,2,0
847,0,117,49.9,46,1,1,0,1,3,7,-0.4733196671848432,0.8808907382053857,100.0,53.0,147.8,112.33333333333333,22.6,25.3,35.64,34.093333333333334,36.0,80.0,49.6,62.6,4.0,2.0,2.8,2.066666666666667,1,2,0
848,0,96,35.1,77,1,0,1,1,3,8,-0.4694715627858916,0.8829475928589265,117.0,163.0,134.4,114.6,49.9,48.8,32.9,34.74666666666667,46.0,43.0,56.4,62.333333333333336,3.0,2.0,3.0,2.1333333333333333,1,2,1
849,0,89,37.9,69,1,0,1,1,3,9,-0.46561452032511247,0.8849876374630413,96.0,181.0,116.0,110.53333333333333,35.1,24.5,35.58,34.940000000000005,77.0,45.0,61.2,62.666666666666664,3.0,2.0,3.2,2.2666666666666666,1,2,1
850,0,146,22.0,47,1,1,0,1,3,10,-0.46174861323503363,0.8870108331782218,89.0,178.0,109.6,108.26666666666667,37.9,32.4,33.5,34.233333333333334,69.0,78.0,55.0,63.666666666666664,3.0,3.0,3.2,2.3333333333333335,1,2,1
851,0,115,42.5,90,0,1,0,1,2,11,-0.45787391511695674,0.8890171414857364,146.0,100.0,112.6,109.33333333333333,22.0,22.6,37.48,33.906666666666666,47.0,36.0,65.8,64.0,3.0,4.0,2.8,2.466666666666667,1,2,1
852,0,64,26.3,51,0,0,0,0,0,12,-0.45399049973954697,0.8910065241883678,115.0,117.0,102.0,109.06666666666666,42.5,49.9,32.760000000000005,33.6,90.0,46.0,66.8,61.46666666666667,2.0,3.0,2.2,2.3333333333333335,1,2,1
853,0,94,46.9,89,0,0,1,0,1,13,-0.45009844103743624,0.8929789434111364,64.0,96.0,101.6,109.53333333333333,26.3,35.1,35.11999999999999,34.233333333333334,51.0,77.0,69.2,62.13333333333333,0.0,3.0,1.8,2.3333333333333335,1,2,1
